"Year","Category","Nominee","Won"
1948,"ACTRESS IN A LEADING ROLE","Joan of Arc","no"
1948,"ACTRESS IN A LEADING ROLE","The Snake Pit","no"
1948,"ACTRESS IN A LEADING ROLE","I Remember Mama","no"
1948,"ACTRESS IN A LEADING ROLE","Sorry; Wrong Number","no"
1948,"ACTRESS IN A LEADING ROLE","Johnny Belinda","yes"
1948,"ACTRESS IN A SUPPORTING ROLE","I Remember Mama","no"
1948,"ACTRESS IN A SUPPORTING ROLE","I Remember Mama","no"
1948,"ACTRESS IN A SUPPORTING ROLE","Johnny Belinda","no"
1948,"ACTRESS IN A SUPPORTING ROLE","Hamlet","no"
1948,"ACTRESS IN A SUPPORTING ROLE","Key Largo","yes"
1948,"DIRECTING","Hamlet","no"
1948,"DIRECTING","Johnny Belinda","no"
1948,"DIRECTING","The Search","no"
1948,"DIRECTING","The Snake Pit","no"
1948,"DIRECTING","The Treasure of the Sierra Madre","yes"
1948,"FILM EDITING","Joan of Arc","no"
1948,"FILM EDITING","Johnny Belinda","no"
1948,"FILM EDITING","The Naked City","yes"
1948,"FILM EDITING","Red River","no"
1948,"FILM EDITING","The Red Shoes","no"
1948,"BEST PICTURE","Hamlet","yes"
1948,"BEST PICTURE","Johnny Belinda","no"
1948,"BEST PICTURE","The Red Shoes","no"
1948,"BEST PICTURE","The Snake Pit","no"
1948,"BEST PICTURE","The Treasure of the Sierra Madre","no"
1949,"ACTOR IN A LEADING ROLE","All the King's Men","yes"
1949,"ACTOR IN A LEADING ROLE","Champion","no"
1949,"ACTOR IN A LEADING ROLE","Twelve O'Clock High","no"
1949,"ACTOR IN A LEADING ROLE","The Hasty Heart","no"
1949,"ACTOR IN A LEADING ROLE","Sands of Iwo Jima","no"
1949,"ACTOR IN A SUPPORTING ROLE","All the King's Men","no"
1949,"ACTOR IN A SUPPORTING ROLE","Twelve O'Clock High","yes"
1949,"ACTOR IN A SUPPORTING ROLE","Champion","no"
1949,"ACTOR IN A SUPPORTING ROLE","The Heiress","no"
1949,"ACTOR IN A SUPPORTING ROLE","Battleground","no"
1949,"ACTRESS IN A LEADING ROLE","Pinky","no"
1949,"ACTRESS IN A LEADING ROLE","The Heiress","yes"
1949,"ACTRESS IN A LEADING ROLE","My Foolish Heart","no"
1949,"ACTRESS IN A LEADING ROLE","Edward; My Son","no"
1949,"ACTRESS IN A LEADING ROLE","Come to the Stable","no"
1949,"ACTRESS IN A SUPPORTING ROLE","Pinky","no"
1949,"ACTRESS IN A SUPPORTING ROLE","Come to the Stable","no"
1949,"ACTRESS IN A SUPPORTING ROLE","Come to the Stable","no"
1949,"ACTRESS IN A SUPPORTING ROLE","All the King's Men","yes"
1949,"ACTRESS IN A SUPPORTING ROLE","Pinky","no"
1949,"DIRECTING","All the King's Men","no"
1949,"DIRECTING","Battleground","no"
1949,"DIRECTING","The Fallen Idol","no"
1949,"DIRECTING","The Heiress","no"
1949,"DIRECTING","A Letter to Three Wives","yes"
1949,"FILM EDITING","All the King's Men","no"
1949,"FILM EDITING","Battleground","no"
1949,"FILM EDITING","Champion","yes"
1949,"FILM EDITING","Sands of Iwo Jima","no"
1949,"FILM EDITING","The Window","no"
1949,"BEST PICTURE","All the King's Men","yes"
1949,"BEST PICTURE","Battleground","no"
1949,"BEST PICTURE","The Heiress","no"
1949,"BEST PICTURE","A Letter to Three Wives","no"
1949,"BEST PICTURE","Twelve O'Clock High","no"
1950,"ACTOR IN A LEADING ROLE","The Magnificent Yankee","no"
1950,"ACTOR IN A LEADING ROLE","Cyrano de Bergerac","yes"
1950,"ACTOR IN A LEADING ROLE","Sunset Blvd.","no"
1950,"ACTOR IN A LEADING ROLE","Harvey","no"
1950,"ACTOR IN A LEADING ROLE","Father of the Bride","no"
1950,"ACTOR IN A SUPPORTING ROLE","Broken Arrow","no"
1950,"ACTOR IN A SUPPORTING ROLE","Mister 880","no"
1950,"ACTOR IN A SUPPORTING ROLE","The Asphalt Jungle","no"
1950,"ACTOR IN A SUPPORTING ROLE","All about Eve","yes"
1950,"ACTOR IN A SUPPORTING ROLE","Sunset Blvd.","no"
1950,"ACTRESS IN A LEADING ROLE","All about Eve","no"
1950,"ACTRESS IN A LEADING ROLE","All about Eve","no"
1950,"ACTRESS IN A LEADING ROLE","Born Yesterday","yes"
1950,"ACTRESS IN A LEADING ROLE","Caged","no"
1950,"ACTRESS IN A LEADING ROLE","Sunset Blvd.","no"
1950,"ACTRESS IN A SUPPORTING ROLE","Caged","no"
1950,"ACTRESS IN A SUPPORTING ROLE","All about Eve","no"
1950,"ACTRESS IN A SUPPORTING ROLE","Harvey","yes"
1950,"ACTRESS IN A SUPPORTING ROLE","Sunset Blvd.","no"
1950,"ACTRESS IN A SUPPORTING ROLE","All about Eve","no"
1950,"DIRECTING","All about Eve","yes"
1950,"DIRECTING","The Asphalt Jungle","no"
1950,"DIRECTING","Born Yesterday","no"
1950,"DIRECTING","Sunset Blvd.","no"
1950,"DIRECTING","The Third Man","no"
1950,"FILM EDITING","All about Eve","no"
1950,"FILM EDITING","Annie Get Your Gun","no"
1950,"FILM EDITING","King Solomon's Mines","yes"
1950,"FILM EDITING","Sunset Blvd.","no"
1950,"FILM EDITING","The Third Man","no"
1950,"BEST PICTURE","All about Eve","yes"
1950,"BEST PICTURE","Born Yesterday","no"
1950,"BEST PICTURE","Father of the Bride","no"
1950,"BEST PICTURE","King Solomon's Mines","no"
1950,"BEST PICTURE","Sunset Blvd.","no"
1951,"ACTOR IN A LEADING ROLE","The African Queen","yes"
1951,"ACTOR IN A LEADING ROLE","A Streetcar Named Desire","no"
1951,"ACTOR IN A LEADING ROLE","A Place in the Sun","no"
1951,"ACTOR IN A LEADING ROLE","Bright Victory","no"
1951,"ACTOR IN A LEADING ROLE","Death of a Salesman","no"
1951,"ACTOR IN A SUPPORTING ROLE","Quo Vadis","no"
1951,"ACTOR IN A SUPPORTING ROLE","Death of a Salesman","no"
1951,"ACTOR IN A SUPPORTING ROLE","A Streetcar Named Desire","yes"
1951,"ACTOR IN A SUPPORTING ROLE","Quo Vadis","no"
1951,"ACTOR IN A SUPPORTING ROLE","Come Fill the Cup","no"
1951,"ACTRESS IN A LEADING ROLE","The African Queen","no"
1951,"ACTRESS IN A LEADING ROLE","A Streetcar Named Desire","yes"
1951,"ACTRESS IN A LEADING ROLE","Detective Story","no"
1951,"ACTRESS IN A LEADING ROLE","A Place in the Sun","no"
1951,"ACTRESS IN A LEADING ROLE","The Blue Veil","no"
1951,"ACTRESS IN A SUPPORTING ROLE","The Blue Veil","no"
1951,"ACTRESS IN A SUPPORTING ROLE","Death of a Salesman","no"
1951,"ACTRESS IN A SUPPORTING ROLE","Detective Story","no"
1951,"ACTRESS IN A SUPPORTING ROLE","A Streetcar Named Desire","yes"
1951,"ACTRESS IN A SUPPORTING ROLE","The Mating Season","no"
1951,"DIRECTING","The African Queen","no"
1951,"DIRECTING","An American in Paris","no"
1951,"DIRECTING","Detective Story","no"
1951,"DIRECTING","A Place in the Sun","yes"
1951,"DIRECTING","A Streetcar Named Desire","no"
1951,"FILM EDITING","An American in Paris","no"
1951,"FILM EDITING","Decision before Dawn","no"
1951,"FILM EDITING","A Place in the Sun","yes"
1951,"FILM EDITING","Quo Vadis","no"
1951,"FILM EDITING","The Well","no"
1951,"BEST PICTURE","An American in Paris","yes"
1951,"BEST PICTURE","Decision before Dawn","no"
1951,"BEST PICTURE","A Place in the Sun","no"
1951,"BEST PICTURE","Quo Vadis","no"
1951,"BEST PICTURE","A Streetcar Named Desire","no"
1952,"ACTOR IN A LEADING ROLE","Viva Zapata!","no"
1952,"ACTOR IN A LEADING ROLE","High Noon","yes"
1952,"ACTOR IN A LEADING ROLE","The Bad and the Beautiful","no"
1952,"ACTOR IN A LEADING ROLE","Moulin Rouge","no"
1952,"ACTOR IN A LEADING ROLE","The Lavender Hill Mob","no"
1952,"ACTOR IN A SUPPORTING ROLE","My Cousin Rachel","no"
1952,"ACTOR IN A SUPPORTING ROLE","The Big Sky","no"
1952,"ACTOR IN A SUPPORTING ROLE","The Quiet Man","no"
1952,"ACTOR IN A SUPPORTING ROLE","Sudden Fear","no"
1952,"ACTOR IN A SUPPORTING ROLE","Viva Zapata!","yes"
1952,"ACTRESS IN A LEADING ROLE","Come Back; Little Sheba","yes"
1952,"ACTRESS IN A LEADING ROLE","Sudden Fear","no"
1952,"ACTRESS IN A LEADING ROLE","The Star","no"
1952,"ACTRESS IN A LEADING ROLE","The Member of the Wedding","no"
1952,"ACTRESS IN A LEADING ROLE","With a Song in My Heart","no"
1952,"ACTRESS IN A SUPPORTING ROLE","The Bad and the Beautiful","yes"
1952,"ACTRESS IN A SUPPORTING ROLE","Singin' in the Rain","no"
1952,"ACTRESS IN A SUPPORTING ROLE","Moulin Rouge","no"
1952,"ACTRESS IN A SUPPORTING ROLE","Come Back; Little Sheba","no"
1952,"ACTRESS IN A SUPPORTING ROLE","With a Song in My Heart","no"
1952,"DIRECTING","Five Fingers","no"
1952,"DIRECTING","The Greatest Show on Earth","no"
1952,"DIRECTING","High Noon","no"
1952,"DIRECTING","Moulin Rouge","no"
1952,"DIRECTING","The Quiet Man","yes"
1952,"FILM EDITING","Come Back; Little Sheba","no"
1952,"FILM EDITING","Flat Top","no"
1952,"FILM EDITING","The Greatest Show on Earth","no"
1952,"FILM EDITING","High Noon","yes"
1952,"FILM EDITING","Moulin Rouge","no"
1952,"BEST PICTURE","The Greatest Show on Earth","yes"
1952,"BEST PICTURE","High Noon","no"
1952,"BEST PICTURE","Ivanhoe","no"
1952,"BEST PICTURE","Moulin Rouge","no"
1952,"BEST PICTURE","The Quiet Man","no"
1953,"ACTOR IN A LEADING ROLE","Julius Caesar","no"
1953,"ACTOR IN A LEADING ROLE","The Robe","no"
1953,"ACTOR IN A LEADING ROLE","From Here to Eternity","no"
1953,"ACTOR IN A LEADING ROLE","Stalag 17","yes"
1953,"ACTOR IN A LEADING ROLE","From Here to Eternity","no"
1953,"ACTOR IN A SUPPORTING ROLE","Roman Holiday","no"
1953,"ACTOR IN A SUPPORTING ROLE","Shane","no"
1953,"ACTOR IN A SUPPORTING ROLE","Shane","no"
1953,"ACTOR IN A SUPPORTING ROLE","From Here to Eternity","yes"
1953,"ACTOR IN A SUPPORTING ROLE","Stalag 17","no"
1953,"ACTRESS IN A LEADING ROLE","Lili","no"
1953,"ACTRESS IN A LEADING ROLE","Mogambo","no"
1953,"ACTRESS IN A LEADING ROLE","Roman Holiday","yes"
1953,"ACTRESS IN A LEADING ROLE","From Here to Eternity","no"
1953,"ACTRESS IN A LEADING ROLE","The Moon Is Blue","no"
1953,"ACTRESS IN A SUPPORTING ROLE","Mogambo","no"
1953,"ACTRESS IN A SUPPORTING ROLE","Hondo","no"
1953,"ACTRESS IN A SUPPORTING ROLE","Torch Song","no"
1953,"ACTRESS IN A SUPPORTING ROLE","From Here to Eternity","yes"
1953,"ACTRESS IN A SUPPORTING ROLE","Pickup on South Street","no"
1953,"DIRECTING","From Here to Eternity","yes"
1953,"DIRECTING","Lili","no"
1953,"DIRECTING","Roman Holiday","no"
1953,"DIRECTING","Shane","no"
1953,"DIRECTING","Stalag 17","no"
1953,"FILM EDITING","Crazylegs","no"
1953,"FILM EDITING","From Here to Eternity","yes"
1953,"FILM EDITING","The Moon Is Blue","no"
1953,"FILM EDITING","Roman Holiday","no"
1953,"FILM EDITING","The War of the Worlds","no"
1953,"BEST PICTURE","From Here to Eternity","yes"
1953,"BEST PICTURE","Julius Caesar","no"
1953,"BEST PICTURE","The Robe","no"
1953,"BEST PICTURE","Roman Holiday","no"
1953,"BEST PICTURE","Shane","no"
1954,"ACTOR IN A LEADING ROLE","The Caine Mutiny","no"
1954,"ACTOR IN A LEADING ROLE","On the Waterfront","yes"
1954,"ACTOR IN A LEADING ROLE","The Country Girl","no"
1954,"ACTOR IN A LEADING ROLE","A Star Is Born","no"
1954,"ACTOR IN A LEADING ROLE","Adventures of Robinson Crusoe","no"
1954,"ACTOR IN A SUPPORTING ROLE","On the Waterfront","no"
1954,"ACTOR IN A SUPPORTING ROLE","On the Waterfront","no"
1954,"ACTOR IN A SUPPORTING ROLE","The Barefoot Contessa","yes"
1954,"ACTOR IN A SUPPORTING ROLE","On the Waterfront","no"
1954,"ACTOR IN A SUPPORTING ROLE","The Caine Mutiny","no"
1954,"ACTRESS IN A LEADING ROLE","Carmen Jones","no"
1954,"ACTRESS IN A LEADING ROLE","A Star Is Born","no"
1954,"ACTRESS IN A LEADING ROLE","Sabrina","no"
1954,"ACTRESS IN A LEADING ROLE","The Country Girl","yes"
1954,"ACTRESS IN A LEADING ROLE","Magnificent Obsession","no"
1954,"ACTRESS IN A SUPPORTING ROLE","Executive Suite","no"
1954,"ACTRESS IN A SUPPORTING ROLE","Broken Lance","no"
1954,"ACTRESS IN A SUPPORTING ROLE","On the Waterfront","yes"
1954,"ACTRESS IN A SUPPORTING ROLE","The High and the Mighty","no"
1954,"ACTRESS IN A SUPPORTING ROLE","The High and the Mighty","no"
1954,"DIRECTING","The Country Girl","no"
1954,"DIRECTING","The High and the Mighty","no"
1954,"DIRECTING","On the Waterfront","yes"
1954,"DIRECTING","Rear Window","no"
1954,"DIRECTING","Sabrina","no"
1954,"FILM EDITING","The Caine Mutiny","no"
1954,"FILM EDITING","The High and the Mighty","no"
1954,"FILM EDITING","On the Waterfront","yes"
1954,"FILM EDITING","Seven Brides for Seven Brothers","no"
1954,"FILM EDITING","20;000 Leagues under the Sea","no"
1954,"BEST PICTURE","The Caine Mutiny","no"
1954,"BEST PICTURE","The Country Girl","no"
1954,"BEST PICTURE","On the Waterfront","yes"
1954,"BEST PICTURE","Seven Brides for Seven Brothers","no"
1954,"BEST PICTURE","Three Coins in the Fountain","no"
1955,"ACTOR IN A LEADING ROLE","Marty","yes"
1955,"ACTOR IN A LEADING ROLE","Love Me or Leave Me","no"
1955,"ACTOR IN A LEADING ROLE","East of Eden","no"
1955,"ACTOR IN A LEADING ROLE","The Man with the Golden Arm","no"
1955,"ACTOR IN A LEADING ROLE","Bad Day at Black Rock","no"
1955,"ACTOR IN A SUPPORTING ROLE","Trial","no"
1955,"ACTOR IN A SUPPORTING ROLE","Mister Roberts","yes"
1955,"ACTOR IN A SUPPORTING ROLE","Marty","no"
1955,"ACTOR IN A SUPPORTING ROLE","Rebel without a Cause","no"
1955,"ACTOR IN A SUPPORTING ROLE","Picnic","no"
1955,"ACTRESS IN A LEADING ROLE","I'll Cry Tomorrow","no"
1955,"ACTRESS IN A LEADING ROLE","Summertime","no"
1955,"ACTRESS IN A LEADING ROLE","Love Is a Many-Splendored Thing","no"
1955,"ACTRESS IN A LEADING ROLE","The Rose Tattoo","yes"
1955,"ACTRESS IN A LEADING ROLE","Interrupted Melody","no"
1955,"ACTRESS IN A SUPPORTING ROLE","Marty","no"
1955,"ACTRESS IN A SUPPORTING ROLE","Pete Kelly's Blues","no"
1955,"ACTRESS IN A SUPPORTING ROLE","The Rose Tattoo","no"
1955,"ACTRESS IN A SUPPORTING ROLE","East of Eden","yes"
1955,"ACTRESS IN A SUPPORTING ROLE","Rebel without a Cause","no"
1955,"DIRECTING","Bad Day at Black Rock","no"
1955,"DIRECTING","East of Eden","no"
1955,"DIRECTING","Marty","yes"
1955,"DIRECTING","Picnic","no"
1955,"DIRECTING","Summertime","no"
1955,"FILM EDITING","Blackboard Jungle","no"
1955,"FILM EDITING","The Bridges at Toko-Ri","no"
1955,"FILM EDITING","Oklahoma!","no"
1955,"FILM EDITING","Picnic","yes"
1955,"FILM EDITING","The Rose Tattoo","no"
1955,"BEST PICTURE","Love Is a Many-Splendored Thing","no"
1955,"BEST PICTURE","Marty","yes"
1955,"BEST PICTURE","Mister Roberts","no"
1955,"BEST PICTURE","Picnic","no"
1955,"BEST PICTURE","The Rose Tattoo","no"
1956,"ACTOR IN A LEADING ROLE","The King and I","yes"
1956,"ACTOR IN A LEADING ROLE","Giant","no"
1956,"ACTOR IN A LEADING ROLE","Lust for Life","no"
1956,"ACTOR IN A LEADING ROLE","Giant","no"
1956,"ACTOR IN A LEADING ROLE","Richard III","no"
1956,"ACTOR IN A SUPPORTING ROLE","Bus Stop","no"
1956,"ACTOR IN A SUPPORTING ROLE","Friendly Persuasion","no"
1956,"ACTOR IN A SUPPORTING ROLE","Lust for Life","yes"
1956,"ACTOR IN A SUPPORTING ROLE","The Bold and the Brave","no"
1956,"ACTOR IN A SUPPORTING ROLE","Written on the Wind","no"
1956,"ACTRESS IN A LEADING ROLE","Baby Doll","no"
1956,"ACTRESS IN A LEADING ROLE","Anastasia","yes"
1956,"ACTRESS IN A LEADING ROLE","The Rainmaker","no"
1956,"ACTRESS IN A LEADING ROLE","The Bad Seed","no"
1956,"ACTRESS IN A LEADING ROLE","The King and I","no"
1956,"ACTRESS IN A SUPPORTING ROLE","Baby Doll","no"
1956,"ACTRESS IN A SUPPORTING ROLE","The Bad Seed","no"
1956,"ACTRESS IN A SUPPORTING ROLE","Giant","no"
1956,"ACTRESS IN A SUPPORTING ROLE","The Bad Seed","no"
1956,"ACTRESS IN A SUPPORTING ROLE","Written on the Wind","yes"
1956,"DIRECTING","Around the World in 80 Days","no"
1956,"DIRECTING","Friendly Persuasion","no"
1956,"DIRECTING","Giant","yes"
1956,"DIRECTING","The King and I","no"
1956,"DIRECTING","War and Peace","no"
1956,"FILM EDITING","Around the World in 80 Days","yes"
1956,"FILM EDITING","The Brave One","no"
1956,"FILM EDITING","Giant","no"
1956,"FILM EDITING","Somebody Up There Likes Me","no"
1956,"FILM EDITING","The Ten Commandments","no"
1956,"BEST PICTURE","Around the World in 80 Days","yes"
1956,"BEST PICTURE","Friendly Persuasion","no"
1956,"BEST PICTURE","Giant","no"
1956,"BEST PICTURE","The King and I","no"
1956,"BEST PICTURE","The Ten Commandments","no"
1957,"ACTOR IN A LEADING ROLE","Sayonara","no"
1957,"ACTOR IN A LEADING ROLE","A Hatful of Rain","no"
1957,"ACTOR IN A LEADING ROLE","The Bridge on the River Kwai","yes"
1957,"ACTOR IN A LEADING ROLE","Witness for the Prosecution","no"
1957,"ACTOR IN A LEADING ROLE","Wild Is the Wind","no"
1957,"ACTOR IN A SUPPORTING ROLE","Sayonara","yes"
1957,"ACTOR IN A SUPPORTING ROLE","A Farewell to Arms","no"
1957,"ACTOR IN A SUPPORTING ROLE","The Bridge on the River Kwai","no"
1957,"ACTOR IN A SUPPORTING ROLE","Peyton Place","no"
1957,"ACTOR IN A SUPPORTING ROLE","Peyton Place","no"
1957,"ACTRESS IN A LEADING ROLE","Heaven Knows; Mr. Allison","no"
1957,"ACTRESS IN A LEADING ROLE","Wild Is the Wind","no"
1957,"ACTRESS IN A LEADING ROLE","Raintree County","no"
1957,"ACTRESS IN A LEADING ROLE","Peyton Place","no"
1957,"ACTRESS IN A LEADING ROLE","The Three Faces of Eve","yes"
1957,"ACTRESS IN A SUPPORTING ROLE","The Bachelor Party","no"
1957,"ACTRESS IN A SUPPORTING ROLE","Witness for the Prosecution","no"
1957,"ACTRESS IN A SUPPORTING ROLE","Peyton Place","no"
1957,"ACTRESS IN A SUPPORTING ROLE","Sayonara","yes"
1957,"ACTRESS IN A SUPPORTING ROLE","Peyton Place","no"
1957,"CINEMATOGRAPHY","An Affair to Remember","no"
1957,"CINEMATOGRAPHY","The Bridge on the River Kwai","yes"
1957,"CINEMATOGRAPHY","Funny Face","no"
1957,"CINEMATOGRAPHY","Peyton Place","no"
1957,"CINEMATOGRAPHY","Sayonara","no"
1957,"COSTUME DESIGN","An Affair to Remember","no"
1957,"COSTUME DESIGN","Funny Face","no"
1957,"COSTUME DESIGN","Les Girls","yes"
1957,"COSTUME DESIGN","Pal Joey","no"
1957,"COSTUME DESIGN","Raintree County","no"
1957,"DIRECTING","The Bridge on the River Kwai","yes"
1957,"DIRECTING","Peyton Place","no"
1957,"DIRECTING","Sayonara","no"
1957,"DIRECTING","12 Angry Men","no"
1957,"DIRECTING","Witness for the Prosecution","no"
1957,"FILM EDITING","The Bridge on the River Kwai","yes"
1957,"FILM EDITING","Gunfight at the O.K. Corral","no"
1957,"FILM EDITING","Pal Joey","no"
1957,"FILM EDITING","Sayonara","no"
1957,"FILM EDITING","Witness for the Prosecution","no"
1957,"BEST PICTURE","The Bridge on the River Kwai","yes"
1957,"BEST PICTURE","Peyton Place","no"
1957,"BEST PICTURE","Sayonara","no"
1957,"BEST PICTURE","12 Angry Men","no"
1957,"BEST PICTURE","Witness for the Prosecution","no"
1958,"ACTOR IN A LEADING ROLE","The Defiant Ones","no"
1958,"ACTOR IN A LEADING ROLE","Cat on a Hot Tin Roof","no"
1958,"ACTOR IN A LEADING ROLE","Separate Tables","yes"
1958,"ACTOR IN A LEADING ROLE","The Defiant Ones","no"
1958,"ACTOR IN A LEADING ROLE","The Old Man and the Sea","no"
1958,"ACTOR IN A SUPPORTING ROLE","The Defiant Ones","no"
1958,"ACTOR IN A SUPPORTING ROLE","The Brothers Karamazov","no"
1958,"ACTOR IN A SUPPORTING ROLE","The Big Country","yes"
1958,"ACTOR IN A SUPPORTING ROLE","Some Came Running","no"
1958,"ACTOR IN A SUPPORTING ROLE","Teacher's Pet","no"
1958,"ACTRESS IN A LEADING ROLE","I Want to Live!","yes"
1958,"ACTRESS IN A LEADING ROLE","Separate Tables","no"
1958,"ACTRESS IN A LEADING ROLE","Some Came Running","no"
1958,"ACTRESS IN A LEADING ROLE","Auntie Mame","no"
1958,"ACTRESS IN A LEADING ROLE","Cat on a Hot Tin Roof","no"
1958,"ACTRESS IN A SUPPORTING ROLE","Auntie Mame","no"
1958,"ACTRESS IN A SUPPORTING ROLE","Separate Tables","yes"
1958,"ACTRESS IN A SUPPORTING ROLE","Some Came Running","no"
1958,"ACTRESS IN A SUPPORTING ROLE","Lonelyhearts","no"
1958,"ACTRESS IN A SUPPORTING ROLE","The Defiant Ones","no"
1958,"COSTUME DESIGN","Bell; Book and Candle","no"
1958,"COSTUME DESIGN","The Buccaneer","no"
1958,"COSTUME DESIGN","A Certain Smile","no"
1958,"COSTUME DESIGN","Gigi","yes"
1958,"COSTUME DESIGN","Some Came Running","no"
1958,"DIRECTING","Cat on a Hot Tin Roof","no"
1958,"DIRECTING","The Defiant Ones","no"
1958,"DIRECTING","Gigi","yes"
1958,"DIRECTING","I Want to Live!","no"
1958,"DIRECTING","The Inn of the Sixth Happiness","no"
1958,"FILM EDITING","Auntie Mame","no"
1958,"FILM EDITING","Cowboy","no"
1958,"FILM EDITING","The Defiant Ones","no"
1958,"FILM EDITING","Gigi","yes"
1958,"FILM EDITING","I Want to Live!","no"
1958,"BEST PICTURE","Auntie Mame","no"
1958,"BEST PICTURE","Cat on a Hot Tin Roof","no"
1958,"BEST PICTURE","The Defiant Ones","no"
1958,"BEST PICTURE","Gigi","yes"
1958,"BEST PICTURE","Separate Tables","no"
1959,"ACTOR IN A LEADING ROLE","Room at the Top","no"
1959,"ACTOR IN A LEADING ROLE","Ben-Hur","yes"
1959,"ACTOR IN A LEADING ROLE","Some Like It Hot","no"
1959,"ACTOR IN A LEADING ROLE","The Last Angry Man","no"
1959,"ACTOR IN A LEADING ROLE","Anatomy of a Murder","no"
1959,"ACTOR IN A SUPPORTING ROLE","Ben-Hur","yes"
1959,"ACTOR IN A SUPPORTING ROLE","Anatomy of a Murder","no"
1959,"ACTOR IN A SUPPORTING ROLE","Anatomy of a Murder","no"
1959,"ACTOR IN A SUPPORTING ROLE","The Young Philadelphians","no"
1959,"ACTOR IN A SUPPORTING ROLE","The Diary of Anne Frank","no"
1959,"ACTRESS IN A LEADING ROLE","Pillow Talk","no"
1959,"ACTRESS IN A LEADING ROLE","The Nun's Story","no"
1959,"ACTRESS IN A LEADING ROLE","Suddenly; Last Summer","no"
1959,"ACTRESS IN A LEADING ROLE","Room at the Top","yes"
1959,"ACTRESS IN A LEADING ROLE","Suddenly; Last Summer","no"
1959,"ACTRESS IN A SUPPORTING ROLE","Room at the Top","no"
1959,"ACTRESS IN A SUPPORTING ROLE","Imitation of Life","no"
1959,"ACTRESS IN A SUPPORTING ROLE","Imitation of Life","no"
1959,"ACTRESS IN A SUPPORTING ROLE","Pillow Talk","no"
1959,"ACTRESS IN A SUPPORTING ROLE","The Diary of Anne Frank","yes"
1959,"DIRECTING","Ben-Hur","yes"
1959,"DIRECTING","The Diary of Anne Frank","no"
1959,"DIRECTING","The Nun's Story","no"
1959,"DIRECTING","Room at the Top","no"
1959,"DIRECTING","Some Like It Hot","no"
1959,"FILM EDITING","Anatomy of a Murder","no"
1959,"FILM EDITING","Ben-Hur","yes"
1959,"FILM EDITING","North by Northwest","no"
1959,"FILM EDITING","The Nun's Story","no"
1959,"FILM EDITING","On the Beach","no"
1959,"BEST PICTURE","Anatomy of a Murder","no"
1959,"BEST PICTURE","Ben-Hur","yes"
1959,"BEST PICTURE","The Diary of Anne Frank","no"
1959,"BEST PICTURE","The Nun's Story","no"
1959,"BEST PICTURE","Room at the Top","no"
1960,"ACTOR IN A LEADING ROLE","Sons and Lovers","no"
1960,"ACTOR IN A LEADING ROLE","Elmer Gantry","yes"
1960,"ACTOR IN A LEADING ROLE","The Apartment","no"
1960,"ACTOR IN A LEADING ROLE","The Entertainer","no"
1960,"ACTOR IN A LEADING ROLE","Inherit the Wind","no"
1960,"ACTOR IN A SUPPORTING ROLE","Murder; Inc.","no"
1960,"ACTOR IN A SUPPORTING ROLE","The Apartment","no"
1960,"ACTOR IN A SUPPORTING ROLE","Exodus","no"
1960,"ACTOR IN A SUPPORTING ROLE","Spartacus","yes"
1960,"ACTOR IN A SUPPORTING ROLE","The Alamo","no"
1960,"ACTRESS IN A LEADING ROLE","Sunrise at Campobello","no"
1960,"ACTRESS IN A LEADING ROLE","The Sundowners","no"
1960,"ACTRESS IN A LEADING ROLE","The Apartment","no"
1960,"ACTRESS IN A LEADING ROLE","Never on Sunday","no"
1960,"ACTRESS IN A LEADING ROLE","Butterfield 8","yes"
1960,"ACTRESS IN A SUPPORTING ROLE","The Sundowners","no"
1960,"ACTRESS IN A SUPPORTING ROLE","Elmer Gantry","yes"
1960,"ACTRESS IN A SUPPORTING ROLE","The Dark at the Top of the Stairs","no"
1960,"ACTRESS IN A SUPPORTING ROLE","Psycho","no"
1960,"ACTRESS IN A SUPPORTING ROLE","Sons and Lovers","no"
1960,"DIRECTING","The Apartment","yes"
1960,"DIRECTING","Never on Sunday","no"
1960,"DIRECTING","Psycho","no"
1960,"DIRECTING","Sons and Lovers","no"
1960,"DIRECTING","The Sundowners","no"
1960,"FILM EDITING","The Alamo","no"
1960,"FILM EDITING","The Apartment","yes"
1960,"FILM EDITING","Inherit the Wind","no"
1960,"FILM EDITING","Pepe","no"
1960,"FILM EDITING","Spartacus","no"
1960,"BEST PICTURE","The Alamo","no"
1960,"BEST PICTURE","The Apartment","yes"
1960,"BEST PICTURE","Elmer Gantry","no"
1960,"BEST PICTURE","Sons and Lovers","no"
1960,"BEST PICTURE","The Sundowners","no"
1961,"ACTOR IN A LEADING ROLE","Fanny","no"
1961,"ACTOR IN A LEADING ROLE","The Hustler","no"
1961,"ACTOR IN A LEADING ROLE","Judgment at Nuremberg","yes"
1961,"ACTOR IN A LEADING ROLE","Judgment at Nuremberg","no"
1961,"ACTOR IN A LEADING ROLE","The Mark","no"
1961,"ACTOR IN A SUPPORTING ROLE","West Side Story","yes"
1961,"ACTOR IN A SUPPORTING ROLE","Judgment at Nuremberg","no"
1961,"ACTOR IN A SUPPORTING ROLE","Pocketful of Miracles","no"
1961,"ACTOR IN A SUPPORTING ROLE","The Hustler","no"
1961,"ACTOR IN A SUPPORTING ROLE","The Hustler","no"
1961,"ACTRESS IN A LEADING ROLE","Breakfast at Tiffany's","no"
